# wavenumber,reflectivity
8.808270999999999731e+02,9.487677915000000439e+01
8.813093000000000075e+02,9.488747322000000395e+01
8.817913999999999533e+02,9.488278592999999717e+01
8.822735999999999876e+02,9.487843745000000695e+01
8.827555999999999585e+02,9.485654841999999576e+01
8.832377999999999929e+02,9.485714025999999421e+01
8.837197999999999638e+02,9.481505158000000222e+01
8.842019999999999982e+02,9.480581363000000295e+01
8.846840999999999440e+02,9.478730253000000516e+01
8.851662999999999784e+02,9.476618976999999688e+01
8.856482999999999493e+02,9.475808157000000165e+01
8.861304999999999836e+02,9.470959254999999644e+01
8.866124999999999545e+02,9.469721194000000253e+01
8.870946999999999889e+02,9.468046540000000277e+01
8.875768000000000484e+02,9.470039119000000483e+01
8.880589999999999691e+02,9.464633320000000083e+01
8.885410000000000537e+02,9.463156132999999670e+01
8.890231999999999744e+02,9.461675812999999380e+01
8.895051999999999452e+02,9.460492906000000346e+01
8.899873999999999796e+02,9.458629073999999548e+01
8.904695000000000391e+02,9.460465523999999959e+01
8.909516999999999598e+02,9.456216890999999691e+01
8.914337000000000444e+02,9.456946693000000437e+01
8.919158999999999651e+02,9.456543480000000557e+01
8.923979000000000497e+02,9.455113531000000648e+01
8.928800999999999704e+02,9.453541882000000385e+01
8.933622000000000298e+02,9.452698458000000414e+01
8.938443999999999505e+02,9.450813075000000651e+01
8.943264000000000351e+02,9.450393939999999304e+01
8.948085999999999558e+02,9.450406254000000672e+01
8.952906000000000404e+02,9.448127212999999358e+01
8.957727999999999611e+02,9.447749711999999533e+01
8.962549000000000206e+02,9.447712239999999895e+01
8.967371000000000549e+02,9.447157291000000612e+01
8.972191000000000258e+02,9.446348430000000462e+01
8.977012999999999465e+02,9.444945094000000552e+01
8.981833000000000311e+02,9.444323910999999327e+01
8.986654999999999518e+02,9.444160616000000630e+01
8.991476000000000113e+02,9.442654708000000596e+01
8.996298000000000457e+02,9.444274835000000223e+01
9.001118000000000166e+02,9.441368402000000515e+01
9.005940000000000509e+02,9.438240233000000501e+01
9.010760000000000218e+02,9.438976128000000188e+01
9.015582000000000562e+02,9.436282882000000427e+01
9.020403000000000020e+02,9.433439907000000346e+01
9.025225000000000364e+02,9.434700080999999727e+01
9.030045000000000073e+02,9.431995777000000203e+01
9.034867000000000417e+02,9.429351619000000539e+01
9.039687999999999874e+02,9.429280309000000670e+01
9.044509000000000469e+02,9.428622647999999629e+01
9.049329999999999927e+02,9.426974162999999862e+01
9.054152000000000271e+02,9.425073272000000202e+01
9.058971999999999980e+02,9.421549738999999590e+01
9.063794000000000324e+02,9.419008083999999315e+01
9.068614999999999782e+02,9.417770373999999833e+01
9.073436000000000377e+02,9.415981284000000073e+01
9.078256999999999834e+02,9.413097917000000336e+01
9.083079000000000178e+02,9.412257823000000201e+01
9.087898999999999887e+02,9.412487959000000615e+01
9.092721000000000231e+02,9.410818819000000701e+01
9.097541999999999689e+02,9.407297576000000561e+01
9.102363000000000284e+02,9.406919741999999474e+01
9.107183999999999742e+02,9.408774182000000508e+01
9.112006000000000085e+02,9.405833959000000277e+01
9.116825999999999794e+02,9.405269742999999494e+01
9.121647000000000389e+02,9.407443639000000246e+01
9.126468999999999596e+02,9.404867991000000416e+01
9.131290000000000191e+02,9.405694900000000302e+01
9.136110999999999649e+02,9.404481481999999914e+01
9.140932000000000244e+02,9.402400746000000709e+01
9.145752999999999702e+02,9.401808952000000374e+01
9.150574000000000296e+02,9.399957431999999358e+01
9.155395999999999503e+02,9.395955967999999814e+01
9.160217000000000098e+02,9.395955648999999710e+01
9.165037999999999556e+02,9.392913181000000122e+01
9.169859000000000151e+02,9.390721811000000230e+01
9.174679999999999609e+02,9.387451808999999514e+01
9.179501000000000204e+02,9.385295193999999697e+01
9.184323000000000548e+02,9.381936493999999982e+01
9.189144000000000005e+02,9.380722326000000066e+01
9.193964999999999463e+02,9.373609068000000377e+01
9.198786000000000058e+02,9.370784265999999718e+01
9.203606999999999516e+02,9.367890538999999706e+01
9.208428000000000111e+02,9.365277453999999580e+01
9.213250000000000455e+02,9.362737529999999708e+01
9.218070999999999913e+02,9.358504164000000003e+01
9.222892000000000507e+02,9.353438298000000373e+01
9.227712999999999965e+02,9.349943025000000318e+01
9.232534000000000560e+02,9.344316019000000040e+01
9.237355000000000018e+02,9.341698245999999983e+01
9.242177000000000362e+02,9.335872148999999354e+01
9.246997999999999820e+02,9.332084450000000686e+01
9.251819000000000415e+02,9.327129207000000122e+01
9.256639999999999873e+02,9.322838699999999790e+01
9.261461000000000467e+02,9.317972967999999412e+01
9.266281999999999925e+02,9.310542750000000467e+01
9.271104000000000269e+02,9.305028479000000630e+01
9.275924999999999727e+02,9.298277208000000371e+01
9.280746000000000322e+02,9.290314284000000100e+01
9.285566999999999780e+02,9.284956893999999750e+01
9.290388000000000375e+02,9.275590751999999384e+01
9.295208999999999833e+02,9.266235079000000496e+01
9.300031000000000176e+02,9.259713557000000606e+01
9.304851999999999634e+02,9.252088240000000496e+01
9.309673000000000229e+02,9.245682250999999496e+01
9.314493999999999687e+02,9.238430540999999607e+01
9.319315000000000282e+02,9.231142959999999675e+01
9.324135999999999740e+02,9.222700953000000368e+01
9.328958000000000084e+02,9.215425478999999598e+01
9.333778999999999542e+02,9.208945409999999754e+01
9.338600000000000136e+02,9.199437292000000355e+01
9.343420999999999594e+02,9.191290317000000698e+01
9.348242000000000189e+02,9.182281372999999292e+01
9.353062999999999647e+02,9.168458569999999952e+01
9.357884999999999991e+02,9.158537535000000673e+01
9.362705999999999449e+02,9.144165977999999484e+01
9.367527000000000044e+02,9.132483908000000383e+01
9.372347999999999502e+02,9.118759713999999406e+01
9.377169000000000096e+02,9.108034490000000005e+01
9.381989999999999554e+02,9.094152898000000107e+01
9.386811999999999898e+02,9.081607506999999657e+01
9.391633000000000493e+02,9.073057344999999430e+01
9.396453999999999951e+02,9.062483434000000670e+01
9.401275000000000546e+02,9.055649599000000194e+01
9.406096000000000004e+02,9.051852030999999954e+01
9.410916999999999462e+02,9.046898912000000337e+01
9.415738999999999805e+02,9.044385943999999711e+01
9.420560000000000400e+02,9.041213777999999479e+01
9.425380999999999858e+02,9.041258247000000381e+01
9.430202000000000453e+02,9.041440506000000710e+01
9.435022999999999911e+02,9.040510301000000482e+01
9.439844000000000506e+02,9.039037140000000647e+01
9.444665999999999713e+02,9.039393948000000023e+01
9.449487000000000307e+02,9.035146088999999847e+01
9.454307999999999765e+02,9.032000290000000575e+01
9.459129000000000360e+02,9.028832402999999829e+01
9.463949999999999818e+02,9.023124171999999987e+01
9.468771000000000413e+02,9.014318419999999321e+01
9.473592999999999620e+02,9.007986092000000156e+01
9.478414000000000215e+02,8.998796731999999565e+01
9.483234999999999673e+02,8.986757618999999409e+01
9.488056000000000267e+02,8.975230184000000122e+01
9.492876999999999725e+02,8.962737346999999488e+01
9.497698000000000320e+02,8.947364584000000320e+01
9.502519999999999527e+02,8.931032661000000417e+01
9.507341000000000122e+02,8.914818635999999685e+01
9.512161999999999580e+02,8.900599248000000330e+01
9.516983000000000175e+02,8.882492474999999388e+01
9.521803999999999633e+02,8.863181620000000294e+01
9.526625000000000227e+02,8.843774202000000173e+01
9.531446999999999434e+02,8.821884579999999687e+01
9.536268000000000029e+02,8.799849820999999395e+01
9.541088999999999487e+02,8.777546035999999674e+01
9.545910000000000082e+02,8.750593447999999341e+01
9.550730999999999540e+02,8.721918454999999426e+01
9.555552000000000135e+02,8.691308449000000280e+01
9.560374000000000478e+02,8.657152813000000435e+01
9.565194999999999936e+02,8.618663859000000116e+01
9.570016000000000531e+02,8.576476700999999991e+01
9.574836999999999989e+02,8.531001600000000451e+01
9.579657999999999447e+02,8.474726794999999413e+01
9.584479000000000042e+02,8.415611658999999634e+01
9.589301000000000386e+02,8.346685639999999751e+01
9.594121999999999844e+02,8.271765727000000368e+01
9.598943000000000438e+02,8.188487729000000570e+01
9.603763999999999896e+02,8.097495979999999349e+01
9.608585000000000491e+02,8.001608201999999892e+01
9.613405999999999949e+02,7.901385225999999307e+01
9.618228000000000293e+02,7.801955728000000079e+01
9.623048999999999751e+02,7.701832419999999502e+01
9.627870000000000346e+02,7.611172480999999834e+01
9.632690999999999804e+02,7.521905707000000518e+01
9.637512000000000398e+02,7.445428848999999616e+01
9.642332999999999856e+02,7.374401693000000080e+01
9.647155000000000200e+02,7.309959292000000630e+01
9.651975999999999658e+02,7.253126014999999427e+01
9.656797000000000253e+02,7.194480015000000606e+01
9.661617999999999711e+02,7.132603029000000561e+01
9.666439000000000306e+02,7.059790033000000165e+01
9.671259999999999764e+02,6.975106531999999504e+01
9.676082000000000107e+02,6.873045365999999490e+01
9.680902999999999565e+02,6.745630040000000349e+01
9.685724000000000160e+02,6.595805807000000698e+01
9.690544999999999618e+02,6.417474414000000138e+01
9.695366000000000213e+02,6.207364029000000016e+01
9.700186999999999671e+02,5.970395375999999743e+01
9.705009000000000015e+02,5.702443113999999724e+01
9.709829999999999472e+02,5.406950067999999732e+01
9.714651000000000067e+02,5.080024640999999974e+01
9.719471999999999525e+02,4.728083233000000263e+01
9.724293000000000120e+02,4.353877169999999808e+01
9.729113999999999578e+02,3.961613911999999971e+01
9.733935999999999922e+02,3.554779109999999775e+01
9.738757000000000517e+02,3.147884940999999870e+01
9.743577999999999975e+02,2.742546291000000025e+01
9.748398999999999432e+02,2.348081974000000116e+01
9.753220000000000027e+02,1.975126928999999976e+01
9.758040999999999485e+02,1.637526034000000053e+01
9.762862999999999829e+02,1.334600694000000054e+01
9.767684000000000424e+02,1.074829833000000079e+01
9.772504999999999882e+02,8.683173073000000741e+00
9.777326000000000477e+02,7.103271795999999583e+00
9.782146999999999935e+02,6.026165828999999974e+00
9.786968000000000529e+02,5.401053309999999996e+00
9.791789999999999736e+02,5.214873551000000163e+00
9.796611000000000331e+02,5.357769120000000385e+00
9.801431999999999789e+02,5.804198992999999973e+00
9.806253000000000384e+02,6.445128319000000161e+00
9.811073999999999842e+02,7.165898294999999862e+00
9.815895000000000437e+02,7.968550933000000391e+00
9.820716999999999643e+02,8.745480612999999792e+00
9.825538000000000238e+02,9.506929195999999749e+00
9.830358999999999696e+02,1.014310644999999944e+01
9.835180000000000291e+02,1.065749813000000046e+01
9.840000999999999749e+02,1.108337007999999990e+01
9.844822000000000344e+02,1.134907901000000052e+01
9.849643999999999551e+02,1.150605700999999925e+01
9.854465000000000146e+02,1.154895256000000003e+01
9.859285999999999603e+02,1.149231930999999918e+01
9.864107000000000198e+02,1.127933046999999966e+01
9.868927999999999656e+02,1.104392318000000017e+01
9.873749000000000251e+02,1.072780646000000004e+01
9.878570999999999458e+02,1.030558867000000056e+01
9.883392000000000053e+02,9.895767241999999797e+00
9.888212999999999511e+02,9.434534600999999299e+00
9.893034000000000106e+02,8.925833822999999612e+00
9.897854999999999563e+02,8.429643271999999854e+00
9.902676000000000158e+02,7.961977985999999952e+00
9.907498000000000502e+02,7.441576199000000003e+00
9.912318999999999960e+02,6.981282134999999833e+00
9.917140000000000555e+02,6.512680442999999819e+00
9.921961000000000013e+02,6.036035530000000371e+00
9.926781999999999471e+02,5.638019876999999624e+00
9.931603000000000065e+02,5.225176874999999832e+00
9.936425000000000409e+02,4.893923943999999970e+00
9.941245999999999867e+02,4.556442150999999718e+00
9.946067000000000462e+02,4.260910009999999914e+00
9.950887999999999920e+02,3.969846337999999974e+00
9.955709000000000515e+02,3.746761949000000147e+00
9.960529999999999973e+02,3.524511170999999887e+00
9.965352000000000317e+02,3.348603801999999963e+00
9.970172999999999774e+02,3.202702651000000067e+00
9.974994000000000369e+02,3.063509809000000139e+00
9.979814999999999827e+02,2.976122950999999794e+00
9.984636000000000422e+02,2.895897048000000140e+00
9.989456999999999880e+02,2.869351480000000176e+00
9.994279000000000224e+02,2.829861503000000056e+00
9.999099999999999682e+02,2.838399418999999924e+00
1.000392000000000053e+03,2.842947840999999976e+00
1.000874000000000024e+03,2.894105895000000039e+00
1.001355999999999995e+03,2.949281618000000105e+00
1.001837999999999965e+03,3.015509403999999893e+00
1.002321000000000026e+03,3.086265157999999786e+00
1.002802999999999997e+03,3.194670073999999804e+00
1.003284999999999968e+03,3.270270573999999986e+00
1.003767000000000053e+03,3.404994084999999782e+00
1.004249000000000024e+03,3.462742752000000035e+00
1.004730999999999995e+03,3.574978658000000031e+00
1.005212999999999965e+03,3.678801846999999903e+00
1.005695000000000050e+03,3.771732356999999869e+00
1.006177000000000021e+03,3.893303641999999787e+00
1.006659999999999968e+03,3.988919355000000166e+00
1.007142000000000053e+03,4.068704976000000251e+00
1.007624000000000024e+03,4.168356443999999605e+00
1.008105999999999995e+03,4.258768092000000394e+00
1.008587999999999965e+03,4.336193192999999724e+00
1.009070000000000050e+03,4.391530869000000337e+00
1.009552000000000021e+03,4.451683720000000122e+00
1.010033999999999992e+03,4.520505338000000428e+00
1.010517000000000053e+03,4.564827101999999748e+00
1.010999000000000024e+03,4.603278910000000224e+00
1.011480999999999995e+03,4.624887964000000018e+00
1.011962999999999965e+03,4.665065186999999725e+00
1.012445000000000050e+03,4.678787652999999658e+00
1.012927000000000021e+03,4.671762797999999606e+00
1.013408999999999992e+03,4.648189284999999948e+00
1.013890999999999963e+03,4.668177921999999924e+00
1.014373000000000047e+03,4.634099177000000402e+00
1.014855999999999995e+03,4.621610990999999835e+00
1.015337999999999965e+03,4.576390317000000429e+00
1.015820000000000050e+03,4.515954230000000180e+00
1.016302000000000021e+03,4.441618352999999964e+00
1.016783999999999992e+03,4.360192653000000362e+00
1.017265999999999963e+03,4.288258794999999957e+00
1.017748000000000047e+03,4.190721732000000088e+00
1.018230000000000018e+03,4.089241097999999575e+00
1.018712999999999965e+03,3.983297686999999865e+00
1.019195000000000050e+03,3.879971700000000023e+00
1.019677000000000021e+03,3.764783763000000061e+00
1.020158999999999992e+03,3.619290385000000221e+00
1.020640999999999963e+03,3.509521769000000013e+00
1.021123000000000047e+03,3.397838029999999954e+00
1.021605000000000018e+03,3.258005863999999807e+00
1.022086999999999989e+03,3.129150612000000109e+00
1.022568999999999960e+03,2.971166344999999875e+00
1.023052000000000021e+03,2.872856071999999816e+00
1.023533999999999992e+03,2.722369998000000013e+00
1.024016000000000076e+03,2.599123968999999867e+00
1.024498000000000047e+03,2.452887630999999846e+00
1.024980000000000018e+03,2.339611625999999944e+00
1.025461999999999989e+03,2.223358200999999923e+00
1.025943999999999960e+03,2.081812103999999941e+00
1.026425999999999931e+03,1.969412436000000044e+00
1.026907999999999902e+03,1.847913866000000072e+00
1.027391000000000076e+03,1.724520320000000106e+00
1.027873000000000047e+03,1.598348168000000014e+00
1.028355000000000018e+03,1.493133886999999937e+00
1.028836999999999989e+03,1.397197027000000036e+00
1.029318999999999960e+03,1.297128821999999904e+00
1.029800999999999931e+03,1.208248527999999933e+00
1.030282999999999902e+03,1.123924890000000065e+00
1.030765000000000100e+03,1.047244942000000067e+00
1.031248000000000047e+03,9.614964559999999993e-01
1.031730000000000018e+03,9.044557840000000404e-01
1.032211999999999989e+03,8.516702809999999735e-01
1.032693999999999960e+03,8.034130689999999797e-01
1.033175999999999931e+03,7.100590559999999662e-01
1.033657999999999902e+03,6.950312400000000501e-01
1.034140000000000100e+03,6.705584839999999547e-01
1.034622000000000071e+03,6.482028290000000359e-01
1.035104000000000042e+03,6.390720930000000077e-01
1.035586999999999989e+03,6.485108889999999793e-01
1.036068999999999960e+03,6.442407650000000485e-01
1.036550999999999931e+03,6.360933829999999567e-01
1.037032999999999902e+03,6.490664360000000244e-01
1.037515000000000100e+03,6.703307349999999554e-01
1.037997000000000071e+03,6.917734570000000360e-01
1.038479000000000042e+03,7.290688910000000522e-01
1.038961000000000013e+03,7.707738320000000476e-01
1.039443999999999960e+03,8.007146480000000288e-01
1.039925999999999931e+03,8.765632209999999480e-01
1.040407999999999902e+03,9.012435939999999812e-01
1.040890000000000100e+03,9.894294810000000551e-01
1.041372000000000071e+03,1.076735997999999972e+00
1.041854000000000042e+03,1.147081188999999890e+00
1.042336000000000013e+03,1.243915368999999993e+00
1.042817999999999984e+03,1.335526014000000039e+00
1.043300999999999931e+03,1.409890864000000077e+00
1.043782999999999902e+03,1.538324701000000072e+00
1.044265000000000100e+03,1.636014108999999994e+00
1.044747000000000071e+03,1.745158621000000077e+00
1.045229000000000042e+03,1.865813798000000023e+00
1.045711000000000013e+03,1.989075737999999927e+00
1.046192999999999984e+03,2.104307286000000055e+00
1.046674999999999955e+03,2.221450186000000215e+00
1.047156999999999925e+03,2.348736455000000056e+00
1.047640000000000100e+03,2.468022495000000038e+00
1.048122000000000071e+03,2.623430406999999853e+00
1.048604000000000042e+03,2.759979337999999949e+00
1.049086000000000013e+03,2.900910050999999878e+00
1.049567999999999984e+03,3.015453939999999999e+00
1.050049999999999955e+03,3.146246359000000048e+00
1.050531999999999925e+03,3.306741290999999805e+00
1.051013999999999896e+03,3.441552033999999871e+00
1.051496000000000095e+03,3.568802634999999945e+00
1.051979000000000042e+03,3.726800448000000099e+00
1.052461000000000013e+03,3.866158989000000101e+00
1.052942999999999984e+03,4.023174408000000035e+00
1.053424999999999955e+03,4.146675057000000386e+00
1.053906999999999925e+03,4.319572874000000340e+00
1.054388999999999896e+03,4.454113740999999571e+00
1.054871000000000095e+03,4.592902625999999877e+00
1.055353000000000065e+03,4.759908685000000084e+00
1.055835000000000036e+03,4.897378573000000124e+00
1.056317999999999984e+03,5.066286905000000118e+00
1.056799999999999955e+03,5.201320722000000174e+00
1.057281999999999925e+03,5.322944513999999572e+00
1.057763999999999896e+03,5.474031455999999629e+00
1.058246000000000095e+03,5.620050954999999959e+00
1.058728000000000065e+03,5.782632023999999760e+00
1.059210000000000036e+03,5.925923165000000381e+00
1.059692000000000007e+03,6.065026559999999733e+00
1.060174999999999955e+03,6.190303062999999995e+00
1.060656999999999925e+03,6.339181898999999731e+00
1.061138999999999896e+03,6.477104361000000310e+00
1.061621000000000095e+03,6.608747102999999790e+00
1.062103000000000065e+03,6.737357364000000182e+00
1.062585000000000036e+03,6.865516075000000384e+00
1.063067000000000007e+03,6.979466805999999579e+00
1.063548999999999978e+03,7.115916030000000170e+00
1.064030999999999949e+03,7.234030669000000024e+00
1.064513999999999896e+03,7.318493937999999588e+00
1.064996000000000095e+03,7.428418918000000204e+00
1.065478000000000065e+03,7.523409682999999681e+00
1.065960000000000036e+03,7.645261674000000340e+00
1.066442000000000007e+03,7.772982545999999715e+00
1.066923999999999978e+03,7.833314063999999632e+00
1.067405999999999949e+03,7.946185683000000388e+00
1.067887999999999920e+03,8.044212732000000088e+00
1.068371000000000095e+03,8.118096747999999252e+00
1.068853000000000065e+03,8.201189681000000675e+00
1.069335000000000036e+03,8.302421693999999519e+00
1.069817000000000007e+03,8.357738617000000758e+00
1.070298999999999978e+03,8.434722795000000772e+00
1.070780999999999949e+03,8.522284013000000158e+00
1.071262999999999920e+03,8.579561516000000054e+00
1.071744999999999891e+03,8.647841744999999136e+00
1.072228000000000065e+03,8.712006498999999238e+00
1.072710000000000036e+03,8.779046634000000182e+00
1.073192000000000007e+03,8.861532690000000656e+00
1.073673999999999978e+03,8.940811798000000366e+00
1.074155999999999949e+03,8.948471477000000007e+00
1.074637999999999920e+03,9.029876896999999403e+00
1.075119999999999891e+03,9.072337734999999626e+00
1.075602000000000089e+03,9.104448113000000120e+00
1.076084000000000060e+03,9.158944178000000491e+00
1.076567000000000007e+03,9.204615646000000595e+00
1.077048999999999978e+03,9.217670767999999626e+00
1.077530999999999949e+03,9.233904711999999293e+00
1.078012999999999920e+03,9.297429557999999261e+00
1.078494999999999891e+03,9.293130760000000379e+00
1.078977000000000089e+03,9.340623731999999180e+00
1.079459000000000060e+03,9.333275493000000367e+00
1.079941000000000031e+03,9.360923828000000668e+00
1.080423000000000002e+03,9.362694000999999488e+00
1.080905999999999949e+03,9.375305240999999512e+00
1.081387999999999920e+03,9.377149483000000174e+00
1.081869999999999891e+03,9.405819432999999563e+00
1.082352000000000089e+03,9.423382428000000033e+00
1.082834000000000060e+03,9.427065517999999145e+00
1.083316000000000031e+03,9.420265822999999372e+00
1.083798000000000002e+03,9.424260023000000430e+00
1.084279999999999973e+03,9.410759231000000113e+00
1.084761999999999944e+03,9.424361196999999635e+00
1.085244999999999891e+03,9.418984272999999519e+00
1.085727000000000089e+03,9.439426130999999387e+00
1.086209000000000060e+03,9.418383584000000752e+00
1.086691000000000031e+03,9.427972925000000615e+00
1.087173000000000002e+03,9.405812629999999785e+00
1.087654999999999973e+03,9.388393129000000670e+00
1.088136999999999944e+03,9.369683888999999155e+00
1.088618999999999915e+03,9.348581336000000519e+00
1.089102000000000089e+03,9.321299579999999807e+00
1.089584000000000060e+03,9.291686111000000636e+00
1.090066000000000031e+03,9.270937367000000151e+00
1.090548000000000002e+03,9.234759503999999453e+00
1.091029999999999973e+03,9.221059123999999940e+00
1.091511999999999944e+03,9.168904034000000536e+00
1.091993999999999915e+03,9.177258458000000729e+00
1.092476000000000113e+03,9.098130251000000612e+00
1.092958000000000084e+03,9.081513807000000327e+00
1.093441000000000031e+03,9.044248349000000076e+00
1.093923000000000002e+03,9.022534659999999818e+00
1.094404999999999973e+03,8.968743173000000013e+00
1.094886999999999944e+03,8.934753119999999882e+00
1.095368999999999915e+03,8.892732286999999403e+00
1.095851000000000113e+03,8.899251932000000309e+00
1.096333000000000084e+03,8.844340954999999838e+00
1.096815000000000055e+03,8.794967456000000183e+00
1.097298000000000002e+03,8.750136358000000669e+00
1.097779999999999973e+03,8.716090593000000553e+00
1.098261999999999944e+03,8.677510030000000540e+00
1.098743999999999915e+03,8.597786663999999135e+00
1.099226000000000113e+03,8.549653059000000610e+00
1.099708000000000084e+03,8.513878697999999190e+00
1.100190000000000055e+03,8.464987155999999402e+00
1.100672000000000025e+03,8.404430546000000390e+00
1.101154999999999973e+03,8.354623717000000838e+00
1.101636999999999944e+03,8.279973184999999347e+00
1.102118999999999915e+03,8.242966413999999631e+00
1.102601000000000113e+03,8.183221647999999959e+00
1.103083000000000084e+03,8.129539607999999973e+00
1.103565000000000055e+03,8.078120908000000711e+00
1.104047000000000025e+03,8.034073992999999803e+00
1.104528999999999996e+03,7.990089711999999622e+00
1.105010999999999967e+03,7.932956523999999732e+00
1.105493999999999915e+03,7.894353646999999974e+00
1.105976000000000113e+03,7.861508793999999689e+00
1.106458000000000084e+03,7.809212339000000114e+00
1.106940000000000055e+03,7.782777564999999953e+00
1.107422000000000025e+03,7.716589840000000144e+00
1.107903999999999996e+03,7.676217431999999619e+00
1.108385999999999967e+03,7.628715611999999702e+00
1.108867999999999938e+03,7.585179924000000184e+00
1.109349999999999909e+03,7.517995886999999655e+00
1.109833000000000084e+03,7.491318694000000278e+00
1.110315000000000055e+03,7.443302387000000131e+00
1.110797000000000025e+03,7.396977985000000366e+00
1.111278999999999996e+03,7.367259737000000364e+00
1.111760999999999967e+03,7.287472425999999892e+00
1.112242999999999938e+03,7.269994417999999570e+00
1.112724999999999909e+03,7.256386978000000099e+00
1.113207000000000107e+03,7.186031637000000138e+00
1.113689000000000078e+03,7.145105481999999952e+00
1.114172000000000025e+03,7.140643263000000296e+00
1.114653999999999996e+03,7.099517092000000140e+00
1.115135999999999967e+03,7.045474751999999619e+00
1.115617999999999938e+03,7.004472521000000285e+00
1.116099999999999909e+03,6.970316208999999930e+00
1.116582000000000107e+03,6.940563168999999810e+00
1.117064000000000078e+03,6.893561613000000143e+00
1.117546000000000049e+03,6.863025200000000048e+00
1.118028999999999996e+03,6.839257711000000128e+00
1.118510999999999967e+03,6.825028936999999907e+00
1.118992999999999938e+03,6.777353652000000395e+00
1.119474999999999909e+03,6.760790808000000318e+00
1.119957000000000107e+03,6.718206469000000070e+00
1.120439000000000078e+03,6.705619335999999819e+00
1.120921000000000049e+03,6.694352395000000122e+00
1.121403000000000020e+03,6.662562775999999687e+00
1.121884999999999991e+03,6.642058717000000279e+00
1.122367999999999938e+03,6.618331837999999578e+00
1.122849999999999909e+03,6.612205524000000167e+00
1.123332000000000107e+03,6.627706537999999981e+00
1.123814000000000078e+03,6.605882983999999958e+00
1.124296000000000049e+03,6.585677417000000311e+00
1.124778000000000020e+03,6.577701044000000330e+00
1.125259999999999991e+03,6.597946520999999898e+00
1.125741999999999962e+03,6.585949698000000296e+00
1.126224999999999909e+03,6.589847250000000045e+00
1.126707000000000107e+03,6.582100955999999670e+00
1.127189000000000078e+03,6.567343067000000367e+00
1.127671000000000049e+03,6.566128767999999560e+00
1.128153000000000020e+03,6.598956217999999652e+00
1.128634999999999991e+03,6.564806072999999742e+00
1.129116999999999962e+03,6.565916192000000429e+00
1.129598999999999933e+03,6.555725896000000219e+00
1.130082000000000107e+03,6.560852663000000362e+00
1.130564000000000078e+03,6.544441993000000402e+00
1.131046000000000049e+03,6.542357127999999911e+00
1.131528000000000020e+03,6.549691562999999661e+00
1.132009999999999991e+03,6.560904749999999730e+00
1.132491999999999962e+03,6.561935296999999778e+00
1.132973999999999933e+03,6.591764261999999874e+00
1.133455999999999904e+03,6.570102849999999606e+00
1.133938000000000102e+03,6.599059440999999637e+00
1.134421000000000049e+03,6.625093578999999622e+00
1.134903000000000020e+03,6.635762125000000289e+00
1.135384999999999991e+03,6.652405288999999833e+00
1.135866999999999962e+03,6.674269167000000280e+00
1.136348999999999933e+03,6.711933018999999945e+00
1.136830999999999904e+03,6.729176011999999929e+00
1.137313000000000102e+03,6.772789139000000347e+00
1.137795000000000073e+03,6.799275086999999829e+00
1.138277000000000044e+03,6.812358524999999609e+00
1.138759999999999991e+03,6.856991695999999692e+00
1.139241999999999962e+03,6.873053909000000239e+00
1.139723999999999933e+03,6.909118309000000124e+00
1.140205999999999904e+03,6.962266093000000211e+00
1.140688000000000102e+03,6.968060785999999673e+00
1.141170000000000073e+03,7.019229908999999878e+00
1.141652000000000044e+03,7.049390179999999617e+00
1.142134000000000015e+03,7.083214920999999720e+00
1.142615999999999985e+03,7.131281021999999581e+00
1.143098999999999933e+03,7.187862829000000175e+00
1.143580999999999904e+03,7.241364736999999607e+00
1.144063000000000102e+03,7.258419355000000017e+00
1.144545000000000073e+03,7.297580824999999827e+00
1.145027000000000044e+03,7.354415042000000291e+00
1.145509000000000015e+03,7.404831056999999994e+00
1.145990999999999985e+03,7.456720898000000375e+00
1.146472999999999956e+03,7.492212638999999896e+00
1.146955999999999904e+03,7.538667830999999708e+00
1.147438000000000102e+03,7.566349939000000191e+00
1.147920000000000073e+03,7.619137240999999783e+00
1.148402000000000044e+03,7.678460027999999937e+00
1.148884000000000015e+03,7.732503148000000159e+00
1.149365999999999985e+03,7.770054043000000021e+00
1.149847999999999956e+03,7.830270796999999838e+00
1.150329999999999927e+03,7.880599255999999997e+00
1.150811999999999898e+03,7.928817815000000380e+00
1.151295000000000073e+03,7.984970679999999987e+00
1.151777000000000044e+03,8.028724731000000503e+00
1.152259000000000015e+03,8.083224766000000727e+00
1.152740999999999985e+03,8.140995459000000878e+00
1.153222999999999956e+03,8.195763752999999596e+00
1.153704999999999927e+03,8.225219283999999575e+00
1.154186999999999898e+03,8.297151629000000028e+00
1.154669000000000096e+03,8.364119676999999697e+00
1.155152000000000044e+03,8.408411291000000176e+00
1.155634000000000015e+03,8.480490886000000117e+00
1.156115999999999985e+03,8.539910844999999640e+00
1.156597999999999956e+03,8.593908872000000088e+00
1.157079999999999927e+03,8.650695838000000748e+00
1.157561999999999898e+03,8.729123136000000116e+00
1.158044000000000096e+03,8.788723422000000340e+00
1.158526000000000067e+03,8.862791781000000313e+00
1.159009000000000015e+03,8.925172482000000684e+00
1.159490999999999985e+03,8.978627490999999239e+00
1.159972999999999956e+03,9.061266225000000674e+00
1.160454999999999927e+03,9.103705483000000598e+00
1.160936999999999898e+03,9.161397041000000740e+00
